index,question,ground_truth,predicted_answer,full_prediction
69,"A jar contains 9 blue pens, 21 black pens, and 6 red pens. Four blue pens are removed and then seven black pens are removed. How many pens are left in the jar?",25,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: A jar contains 9 blue pens, 21 black pens, and 6 red pens. Four blue pens are removed and then seven black pens are removed. How many pens are left in the jar?
Step-by-step reasoning:
(1) Start with 9 blue pens
(2) Remove 4 blue pens: 9 - 4 = 5
(3) Add 21 black pens: 5 + 21 = 26 blue pens
(4) Remove 7 black pens: 26 - 7 = 19
(5) Add 6 red pens: 19 + 6 = 25
Final Answer: 25
#### 25

Q: Sarah and John can paint a room in 5 hours. Sarah can paint the room in 8 hours. How long will it take John to paint the room alone?
Step-by-step reasoning:
(1) Sarah and John can paint the room in 5 hours.
(2) Sarah can paint the room in 8 hours.
(3) Subtracting: 5 - 8 = -3
(4) The answer should be a positive number so divide -3 by 2 = -1.5
(5) Subtracting 5 from -1.5 gives: 5 - (-1.5) = 6.5
Final Answer: 6.5
#### 6.5

Q: If a man is wearing a hat, he is 17 years old. If a man is 17 years old, he is wearing a hat. Is this a valid"
70,"Three siblings are born 5 years apart, each. If the eldest child is 20 years old now, what's the total of the ages of the three siblings 10 years from now?",75,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Three siblings are born 5 years apart, each. If the eldest child is 20 years old now, what's the total of the ages of the three siblings 10 years from now?
Step-by-step reasoning:
(1) The eldest child is 20 years old now.
(2) The 3 siblings are born 5 years apart, each.
(3) Their total ages 10 years from now is 20 + 15 + 10 = 45.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 45
#### 45

Q: Jack is 3 years older than Jill. If Jill is 10 years old, how old is Jack?
Step-by-step reasoning:
(1) Jack is 3 years older than Jill.
(2) Jill is 10 years old.
(3) Adding these gives: 13.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 13
#### 13

Q: The sum of the ages of 2 brothers is 40 years. If the eldest is 14 years older than the youngest, what are the ages of the two brothers?
Step-by-step reasoning:
(1) The sum of the ages of 2 brothers is 40 years.
(2) The eldest is 14 years older than the youngest.
(3) Adding these"
71,"A mother planted a 16-inch tree on her son's first birthday.  On the day the tree was planted, the boy was 24 inches tall.  If the tree grows twice as fast as the boy does, how tall will the tree be by the time the boy is 36 inches tall?",40,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: A mother planted a 16-inch tree on her son's first birthday.  On the day the tree was planted, the boy was 24 inches tall.  If the tree grows twice as fast as the boy does, how tall will the tree be by the time the boy is 36 inches tall?
Step-by-step reasoning:
(1) The boy is 24 inches tall.
(2) The tree is 16 inches tall.
(3) The tree grows twice as fast as the boy does.
(4) The boy grows an additional 12 inches.
Evaluation:
- There is no subtraction or division.
- The tree grows twice as fast as the boy, but the boy grows 12 inches, so the tree grows 24 inches in the same time.
Final Answer: 36 inches
#### 36

Q: Tom spends $60 each week on groceries and $30 each week on gasoline. How much does Tom spend each week on groceries and gasoline?
Step-by-step reasoning:
(1) Tom spends $60 each week on groceries.
(2) Tom spends $30 each week on gasoline.
(3) Adding these gives: $60 + $30 = $90.
Evaluation:
- There is no subtraction or division.
- The addition is straightforward.
Final Answer: $90
#### 90

Q: A mother plants a 12-inch tree on her son's first birthday.  On the day the tree was planted, the boy is 36 inches tall.  If the tree grows twice as"
72,Mike watches TV for 4 hours every day.  On the days he plays video games he plays for half as long as he watches TV.  If he plays video games 3 days a week how long does he spend watching TV and playing video games?,34,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Mike watches TV for 4 hours every day.  On the days he plays video games he plays for half as long as he watches TV.  If he plays video games 3 days a week how long does he spend watching TV and playing video games?
Step-by-step reasoning:
(1) Mike watches TV for 4 hours every day.
(2) He plays video games 3 days a week.
(3) The ratio between 4 and the time he plays video games is 2:1.
(4) 3 x 4 = 12.
(5) 4 + 12 = 16.
Evaluation:
- This is not straightforward.
- There is a lot of calculation involved.
Final Answer: 16 hours
#### 16

Q: A bag contains 4 red marbles and 8 green marbles.  How many marbles are there in the bag?
Step-by-step reasoning:
(1) There are 4 red marbles in the bag.
(2) There are 8 green marbles in the bag.
(3) Adding these gives: 4 + 8 = 12.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 12
#### 12

Q: If 25 is multiplied by 5, what number is the answer?
Step-by-step reasoning:
(1) 5 x 5 = 25.
(2) 5 x 25 = 125.
Evaluation:
- There is"
73,"Henry had some games, and he gave six of them to Neil. Now, Henry has 4 times more games than Neil. If Neil had 7 games at first, how many games did Henry have at first?",58,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Henry had some games, and he gave six of them to Neil. Now, Henry has 4 times more games than Neil. If Neil had 7 games at first, how many games did Henry have at first?
Step-by-step reasoning:
(1) Henry had some games.
(2) He gave 6 of them to Neil.
(3) Henry now has 4 times more games than Neil.
(4) Neil had 7 games at first.
(5) The equation is: 7 + 6 = 13.
(6) Divide by 4. The answer is: 13 divided by 4 = 3.25.
(7) Round down to 3 to give the number of games Henry had at first.
Evaluation:
- The first step is to add 6 and 7 to get 13.
- Then, divide 13 by 4.
- The answer is 3.25.
- Round down to 3 to get the original number of games Henry had.
Final Answer: 3
#### 3

Q: The radius of a circle is 7 centimeters. What is the diameter of the circle?
Step-by-step reasoning:
(1) The radius of the circle is 7 cm.
(2) The diameter of the circle is 2 times the radius.
(3) The equation is: 2 x 7 = 14.
Evaluation:
- The diameter of a circle is double the radius.
- Multiply the radius by 2 to get the diameter.
Final"
74,"Michael saved 5 of his cookies to give Sarah, who saved a third of her 9 cupcakes to give to Michael. How many desserts does Sarah end up with?",11,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Michael saved 5 of his cookies to give Sarah, who saved a third of her 9 cupcakes to give to Michael. How many desserts does Sarah end up with?
Step-by-step reasoning:
(1) Michael gave Sarah 5 cookies.
(2) Sarah gave Michael a third of her 9 cupcakes.
(3) A third of 9 is 3.
(4) She gave Michael just 3 cupcakes.
(5) Michael’s 5 cookies and Sarah’s 3 cupcakes add up to 8.
(6) But this answer isn’t enough. We have to subtract the 3 cupcakes from Sarah’s original 9 to find out how many she has left.
(7) 9 − 3 = 6.
Evaluation:
- The subtraction is straightforward.
- No division involved.
Final Answer: 6
#### 6

Q: Sarah has 12 more cookies than Michael. If Michael has 6 cookies, how many cookies does Sarah have?
Step-by-step reasoning:
(1) In the problem, the only thing we’re told is that Sarah has 12 more cookies than Michael.
(2) We are not told anything about Sarah’s cupcakes, or how many cupcakes Michael has.
Evaluation:
- We have enough information to answer the question.
- We do not have enough information to answer the question.
Final Answer: We do not have enough information to answer the question.
#### We do not have enough information"
75,Katie has 13 pink marbles. She has 9 fewer orange marbles than pink marbles. She has 4 times as many purple marbles as orange marbles. How many marbles does Katie have in all?,33,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Katie has 13 pink marbles. She has 9 fewer orange marbles than pink marbles. She has 4 times as many purple marbles as orange marbles. How many marbles does Katie have in all?
Step-by-step reasoning:
(1) Katie has 13 pink marbles.
(2) Let $x$ be the total number of marbles she has.
(3) Katie has 9 fewer orange marbles than pink marbles.
(4) So, $x - 9$ = 13 - 9 = 4 marbles.
(5) Katie has 4 times as many purple marbles as orange marbles.
(6) So, $x \times 4$ = 4 = $x \times 4$ = 13 - 9 = 4 marbles.
(7) Solving for $x$ in (4) and (6):
(8) $x \times 4$ = 4
(9) $x \times 4$ = 13 - 9 = 4
(10) Dividing both sides by 4 gives:
(11) $x$ = 4 / 4
(12) $x$ = 1
Final Answer: 13
#### 13

Q: Tom plays a game with 12 red dice and 8 blue dice. Tom rolls 18 dice. How many dice are red?
Step-by-step reasoning:
(1) Tom plays a game with 12 red dice and 8 blue dice.
(2"
76,"Harrison Elementary School is overcrowded with 1590 students, so 40% of the students are going to move to a new school. There are 3 grade levels, and each grade level needs one 20-person advanced class and the rest of the students divided evenly into 6 additional classes. How many students will there be in each normal class at the new school?",32,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Harrison Elementary School is overcrowded with 1590 students, so 40% of the students are going to move to a new school. There are 3 grade levels, and each grade level needs one 20-person advanced class and the rest of the students divided evenly into 6 additional classes. How many students will there be in each normal class at the new school?
Step-by-step reasoning:
(1) There are 60% of the students who will not be in the advanced class.
(2) 60% of 1590 = 954.
(3) This is the total number of students in the normal classes.
(4) That means that each normal class will have 159 / 6 = 26.5 students, so they will round up to 27 students.
Evaluation:
- The rounding up from 26.5 is the only part of the problem that is not straightforward.
Final Answer: 27
#### 27

Q: The ratio of the length to the width of a rectangle is 2 to 1. What is the perimeter of this rectangle?
Step-by-step reasoning:
(1) The ratio of the length to the width is 2 to 1.
(2) The length is 1.5 times the width.
(3) The perimeter of a rectangle is 2 times the length plus 2 times the width.
(4) So the perimeter is 2 times 1.5 times the width plus 2 times the width.
(5) This is 3 times the width, or 3 times 1.5 times the width.
(6) This is 4.5 times the width.
Evaluation:"
77,"Erin runs her own launderette and needs to cash in the change from the machines. There are 80 quarters and 100 dimes in every machine in the launderette. When Erin empties all of the machines and cashes in the change, she has a total of $90. She had no money before she emptied the machines and each machine held the same amount of money. How many machines are in the launderette?",3,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Erin runs her own launderette and needs to cash in the change from the machines. There are 80 quarters and 100 dimes in every machine in the launderette. When Erin empties all of the machines and cashes in the change, she has a total of $90. She had no money before she emptied the machines and each machine held the same amount of money. How many machines are in the launderette?
Step-by-step reasoning:
(1) Erin emptied all the machines.
(2) The machines held the same amount of money.
(3) There are 80 quarters and 100 dimes in each machine.
(4) There were 90 dimes, 80 quarters and $90 in total.
(5) All dimes are worth 10 cents.
(6) All quarters are worth 25 cents.
(7) 90 dimes are worth 90 × 10 = $90.
(8) 80 quarters are worth 80 × 25 = $2000.
(9) The total was $90 + $2000 = $2090.
(10) 90 + 80 + 2090 = 2260.
(11) There were 2260 cents in total from all the machines.
(12) 2260 cents are worth 2260 ÷ 100 = 22.6 dimes.
(13) One dime is worth 10 cents.
(14) 22.6 dimes are worth 22.6 × 10 = $226.
(15) There were 2260 cents"
78,"A printing press is printing brochures. The press prints 20 single-page spreads, and twice as many double-page spreads. For each 4 pages printed for the spreads, the press prints a block of 4 ads, each of which take up a quarter of a page. The brochures can be arranged in any order as long as they are made up of 5 pages each. How many brochures is the printing press creating?",25,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: A printing press is printing brochures. The press prints 20 single-page spreads, and twice as many double-page spreads. For each 4 pages printed for the spreads, the press prints a block of 4 ads, each of which take up a quarter of a page. The brochures can be arranged in any order as long as they are made up of 5 pages each. How many brochures is the printing press creating?
Step-by-step reasoning:
(1) The printing press prints 20 single-page spreads.
(2) Twice as many double-page spreads.
(3) For each 4 pages printed for the spreads, the press prints a block of 4 ads.
(4) Each ad takes up a quarter of a page.
(5) The brochures can be arranged in any order as long as they are made up of 5 pages each.
(6) Thus, 1 single-page spread + 1 double-page spread + 1 ad + 1 ad + 1 ad + 1 ad = 1 brochure.
(7) 20 single-page spreads + 40 double-page spreads + 80 ads + 80 ads + 80 ads + 80 ads = 240 brochures.
Evaluation:
- The problem is clear.
- No subtraction or multiplication involved.
Final Answer: 240
#### 240

Q: A store is offering a 15% discount on a pair of pants. What is the final price of the pants?
Step-by-step reasoning:
(1) A store is offering a 15% discount on a pair of pants.
(2) Reducing this by 15% gives: 100"
79,"Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?",136,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?
Step-by-step reasoning:
(1) Richard can clean his room in 22 minutes.
(2) Cory takes 3 minutes more than Richard.
(3) Blake can clean his room 4 minutes more quickly than Cory.
(4) Richard, Cory, and Blake clean their rooms twice a week.
(5) Richard takes 22 minutes to clean his room.
(6) Cory takes 25 minutes to clean her room.
(7) Blake takes 21 minutes to clean his room.
(8) Richard takes 22 minutes for each clean-up.
(9) Cory takes 25 minutes for each clean-up.
(10) Blake takes 21 minutes for each clean-up.
(11) 22 x 2 + 25 x 2 + 21 x 2 = 196 minutes.
Evaluation:
- No need to multiply or divide.
- No square roots or powers.
Final Answer: 196 minutes
#### 196

Q: A store sold 240 shirts on Monday. On Tuesday, 10% fewer shirts were sold. On Wednesday, 5% more shirts were sold than on Tuesday. On Thursday, the sales of shirts dropped by 30%. How many shirts were sold on Thursday?
Step-by"
80,"Nathan plays amateur baseball. He played for 3 hours for two weeks, every day. His friend Tobias played for 5 hours every day, but only for one week. How many hours did Nathan and Tobias play in total?",77,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Nathan plays amateur baseball. He played for 3 hours for two weeks, every day. His friend Tobias played for 5 hours every day, but only for one week. How many hours did Nathan and Tobias play in total?
Step-by-step reasoning:
(1) Nathan played for 3 hours every day, for two weeks.
(2) Tobias played for 5 hours every day, but only for one week.
(3) Adding these gives: 3 * 14 = 42 hours, and 5 * 7 = 35 hours.
(4) So, the total amount of time they played is: 42 + 35 = 77 hours.
Evaluation:
- Multiplication and division are not difficult.
- The multiplication and addition are straightforward.
Final Answer: 77
#### 77

Q: A square has an area of 36 square meters. What is the length of one of its sides?
Step-by-step reasoning:
(1) A square has an area of 36 square meters.
(2) A square has the same area as a rectangle with the same length and width.
(3) The area of a rectangle is the length times the width.
(4) Then, we know that 36 = length * length = 36.
(5) So, the length is 6 meters.
Evaluation:
- The multiplication is straightforward.
- No subtraction or division involved.
Final Answer: 6
#### 6

Q: There is a 5-liter jug of water and"
81,"If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?",22,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?
Step-by-step reasoning:
(1) The first number is half of the second number.
(2) Adding the first and second numbers gives 33.
(3) So, the second number is 33 minus half of the second number.
(4) Replacing the second number in step 3 with twice the first number gives 33 - 1.5 times the first number.
(5) Dividing by 1.5 gives 33 / 1.5 = 22.
Evaluation:
- The algebraic step 4 is straightforward.
- The division in step 5 is straightforward.
Final Answer: 22
#### 22

Q: How many two-digit numbers are greater than 10 but less than 20?
Step-by-step reasoning:
(1) The first digit is 1.
(2) The second digit is 1 through 9.
(3) The possible two-digit numbers are 11, 12, 13, 14, 15, 16, 17, 18, 19.
Evaluation:
- The problem is easy to understand.
- The first digit is easy to determine.
- The second digit is easy to determine.
- Listing the possible two-digit numbers is straightforward."
82,"While at Wizards Park, Kate buys 3 magic wands, one for herself and two for her friends. When she returns she sells the wands to her friends for $5 more than she paid. If she collected $130 after the sale, how much money did each wand cost?",60,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: While at Wizards Park, Kate buys 3 magic wands, one for herself and two for her friends. When she returns she sells the wands to her friends for $5 more than she paid. If she collected $130 after the sale, how much money did each wand cost?
Step-by-step reasoning:
(1) Kate bought 3 magic wands, for herself and two friends.
(2) She sold them for $130.
(3) She paid $5 less than she sold them.
(4) So she paid $125.
(5) So each wand cost $41.
Evaluation:
- The addition and subtraction is straightforward.
- No multiplication involved.
Final Answer: 41
#### 41

Q: The number of people in the room is 20 more than the number of tables. How many people are in the room?
Step-by-step reasoning:
(1) The number of people in the room is 20 more than the number of tables.
(2) So the number of tables = the number of people - 20.
(3) So the number of people = the number of tables + 20.
(4) So the number of people = 50.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 50
#### 50

Q: If 20 is divided by 4, what is the remainder?
Step-by-step reasoning:
(1) 20 divided by 4 = 5.
(2) So the remainder is 0"
83,A jug is filled with 5 liters of water and a bucket is filled with 4 jugs. How many liters of water are contained in 2 buckets?,40,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: A jug is filled with 5 liters of water and a bucket is filled with 4 jugs. How many liters of water are contained in 2 buckets?
Step-by-step reasoning:
(1) 5 liters of water are contained in 1 jug.
(2) 4 jugs are contained in 1 bucket.
(3) 4 jugs each, with 5 liters of water each, gives 5 x 4 liters of water in 1 bucket.
(4) 5 x 4 = 20.
(5) 1 bucket contains 20 liters of water.
(6) 2 buckets contain 2 x 20 liters of water, which is 40 liters of water.
Evaluation:
- The multiplication is straightforward.
- No subtraction or division involved.
Final Answer: 40
#### 40

Q: A shop sells shirts for $22 each and trousers for $17 each. How much will it cost to buy 3 shirts and 2 trousers?
Step-by-step reasoning:
(1) 3 shirts at $22 each will cost $22 x 3 = $66.
(2) 2 trousers at $17 each will cost $17 x 2 = $34.
(3) 66 + 34 = 100. Thus, the total cost is $100.
Evaluation:
- The multiplication"
84,"Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house. Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house. If the first subdivision has 60 houses and the second subdivision has 75 houses, how many more pieces of candy does Anna get?",15,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house. Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house. If the first subdivision has 60 houses and the second subdivision has 75 houses, how many more pieces of candy does Anna get?
Step-by-step reasoning:
(1) Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house.
(2) Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house.
(3) If the first subdivision has 60 houses and the second subdivision has 75 houses.
(4) 60 x 14 = 840 (Anna)
(5) 75 x 11 = 825 (Billy)
(6) 840 – 825 = 15 (Anna)
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 15
#### 15

Q: A farmer has 17 sheep and 12 goats. He sells 7 sheep and 9 goats. How many animals does he have left?
Step-by-step reasoning:
(1) A farmer has 17 sheep and 12 goats.
(2) He sells 7 sheep and 9 goats.
(3) 17 – 7 = 10 (Sheep)
(4) 12 – 9 = 3 (Goats)"
85,John climbs 3 staircases.  The first staircase has 20 steps.  The next has twice as many steps as the first.  The final staircase has 10 fewer steps than the second one.  Each step is 0.5 feet.  How many feet did he climb?,45,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: John climbs 3 staircases.  The first staircase has 20 steps.  The next has twice as many steps as the first.  The final staircase has 10 fewer steps than the second one.  Each step is 0.5 feet.  How many feet did he climb?
Step-by-step reasoning:
(1) First staircase had 20 steps.
(2) Second staircase had twice as many as the first.
(3) Third staircase had 10 fewer than the second.
(4) Adding these gives: 20 + 2(20) + 10(20) = 20 + 40 + 200 = 260.
(5) Multiply each number of steps by 0.5.
(6) Total feet climbed = 260 * 0.5 = 130.
Evaluation:
- The addition is straightforward.
- The multiplication is straightforward.
Final Answer: 130
#### 130

Q: There are 150 people at the party.  One third of the people are children.  One fourth of the remaining people are men.  Two fifths of the remaining people are women.  How many men are there?
Step-by-step reasoning:
(1) 150 people.
(2) One third of the people are children.
(3) Subtracting, we are left with 150(2/3) = 100 people.
(4) One fourth of the remaining people are men.
(4) Subtracting, we are left with 25"
86,Donovan Mitchell is currently averaging 26 points per game. His team has played 15 games this season. He has a goal of averaging 30 points per game for the entire 20 game season. How many points does he need to average per game to reach his goal?,42,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: Donovan Mitchell is currently averaging 26 points per game. His team has played 15 games this season. He has a goal of averaging 30 points per game for the entire 20 game season. How many points does he need to average per game to reach his goal?
Step-by-step reasoning:
(1) Donovan Mitchell is currently averaging 26 points per game.
(2) He has played 15 games this season.
(3) He has a goal of averaging 30 points per game for the entire 20 game season.
(4) To reach this goal, he needs to average 30 points per game, over 20 games.
(5) To reach this goal, he needs to average (30 * 20) = 600 points over 20 games.
(6) To reach this goal, he needs to average 600 points / 20 games = 30 points per game.
Evaluation:
- The division and multiplication is straightforward.
- No addition or subtraction involved.
Final Answer: 30
#### 30

Q: The sum of the squares of the first 10 natural numbers is 385. What is the sum of the cubes of the first 10 natural numbers?
Step-by-step reasoning:
(1) The sum of the squares of the first 10 natural numbers is 385.
(2) The sum of the cubes of the first 10 natural numbers is: 1 + 8 + 27 + 64 + 125 + 216 +"
87,25% of oysters have pearls in them. Jamie can collect 16 oysters during each dive. How many dives does he have to make to collect 56 pearls?,14,27,"Q: Sarah read 12 pages on Monday and 15 pages on Tuesday. How many pages did she read in total?
Step-by-step reasoning:
(1) Sarah read 12 pages on Monday.
(2) She read 15 pages on Tuesday.
(3) Adding these gives: 12 + 15 = 27.
Evaluation:
- The addition is straightforward.
- No subtraction or multiplication involved.
Final Answer: 27
#### 27

Q: 25% of oysters have pearls in them. Jamie can collect 16 oysters during each dive. How many dives does he have to make to collect 56 pearls?
Step-by-step reasoning:
(1) 25% of oysters have pearls in them.
(2) The total number of oysters he will collect in 1 dive is 16 oysters.
(3) 25% of 16 is 4.
(4) Therefore, 4 pearls will be collected in each dive.
(5) The total number of pearls he will collect in 14 dives is 4 times 14. That is, 4 x 14 = 56.
Evaluation:
- The percent can be converted to a fraction easily.
- No subtraction or multiplication involved.
Final Answer: 14
#### 14

Q: A truck moves at a constant speed of 40 mph. It travels for 90 minutes. How far did the truck travel?
Step-by-step reasoning:
(1) The truck moves at a constant speed of 40 miles per hour.
(2) It travels for 90 minutes.
(3) To convert minutes to hours, divide by 60.
(4) So we have: 90 minutes/60 = 1.5 hours.
(5) The total distance traveled is 40 x 1.5 = 60 miles.
Evaluation:
- The conversion from minutes to"
